Name	us_map_img_x	us_map_img_y	color	start_year	1790	1791	1792	1793	1794	1795	1796	1797	1798	1799	1800	1801	1802	1803	1804	1805	1806	1807	1808	1809	1810	1811	1812	1813	1814	1815	1816	1817	1818	1819	1820	1821	1822	1823	1824	1825	1826	1827	1828	1829	1830	1831	1832	1833	1834	1835	1836	1837	1838	1839	1840	1841	1842	1843	1844	1845	1846	1847	1848	1849	1850	1851	1852	1853	1854	1855	1856	1857	1858	1859	1860	1861	1862	1863	1864	1865	1866	1867	1868	1869	1870	1871	1872	1873	1874	1875	1876	1877	1878	1879	1880	1881	1882	1883	1884	1885	1886	1887	1888	1889	1890	1891	1892	1893	1894	1895	1896	1897	1898	1899	1900	1901	1902	1903	1904	1905	1906	1907	1908	1909	1910	1911	1912	1913	1914	1915	1916	1917	1918	1919	1920	1921	1922	1923	1924	1925	1926	1927	1928	1929	1930	1931	1932	1933	1934	1935	1936	1937	1938	1939	1940	1941	1942	1943	1944	1945	1946	1947	1948	1949	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024
Missouri	4	3	1	1821	0	0	0	0	0	0	0	0	0	0	0	71	380	1062	2232	3967	6290	9165	12490	16102	19782	23511	27433	31541	35840	40337	45050	49999	55215	60730	66586	72450	78055	83567	89186	95143	101698	109145	117820	128108	140455	155417	173164	193576	216469	241571	268514	296827	325932	355148	383701	411369	438628	465730	492976	520714	549335	579274	611010	645074	682044	722388	765972	812482	861551	912759	965625	1019611	1074117	1128487	1182012	1235324	1289421	1344086	1399086	1454174	1509087	1563549	1617273	1669958	1721295	1770553	1817491	1862548	1906196	1948935	1991294	2033827	2077113	2121754	2168380	2217099	2267362	2318816	2371093	2423804	2476548	2528902	2580430	2630680	2679184	2726752	2774272	2821380	2867697	2912837	2956402	2997984	3037170	3073539	3106665	3135979	3161529	3183819	3203368	3220706	3236373	3250915	3264884	3278836	3293335	3307065	3318706	3328810	3337940	3346659	3355534	3365135	3376036	3388814	3404055	3422119	3442625	3465042	3488830	3513446	3538339	3562948	3586706	3609039	3629367	3647755	3664827	3680834	3696030	3710670	3725013	3739321	3753855	3768880	3784664	3800223	3814731	3828696	3842628	3857041	3872455	3889391	3908379	3929952	3954653	3983012	4014805	4049440	4086317	4124828	4164355	4204266	4243918	4282655	4319813	4356354	4393504	4430970	4468455	4505656	4542266	4577974	4612463	4640000	4684768	4722703	4753234	4774601	4785391	4795383	4823554	4845042	4871171	4889327	4921966	4932069	4929456	4943735	4975276	5000260	5023055	5056702	5081737	5095844	5128880	5170800	5217101	5271175	5324497	5378247	5431553	5481193	5521765	5561948	5607285	5641142	5674825	5709403	5747741	5790300	5842704	5887612	5923916	5961088	5988927	5988950	5995974	6010275	6024367	6040715	6056202	6071732	6087135	6106670	6121623	6137428	6166792	6196156	6215144
Montana	5	3	0	1889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	438	1246	2636	4672	7333	10503	13975	17456	20595	23101	24988	26377	27436	28360	29363	30672	32539	35252	39158	44563	51487	59895	69702	80750	92795	105503	118448	131116	142924	153808	164170	174094	183693	193100	202471	211980	221817	232190	243329	255078	267132	279501	292198	305236	318629	332390	346537	361085	376053	392242	410152	429312	449204	469260	488862	507343	523999	538097	548889	555745	558965	559223	557223	553682	549316	544832	540927	538290	537606	538398	539689	541407	543482	545844	548422	551144	553939	556734	559456	561990	564351	566652	569010	571543	574369	577607	581380	585810	591024	597437	605171	613908	623326	633091	642860	652280	660986	668608	674766	679129	681876	683408	684130	684451	684779	685527	687103	694000	697172	711037	719138	727389	737203	749208	758521	771354	784043	789167	788752	795325	803984	814029	820904	822320	813738	805064	800200	799634	800204	809680	825770	844761	861306	876553	886254	889865	892431	897507	903773	906961	911667	919630	930009	940102	952692	964706	976415	983982	989415	989407	990697	997316	1003783	1013569	1021869	1030475	1040859	1052482	1060665	1068778	1100795	1132812	1142746
Nebraska	6	3	1	1867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	525	1452	3044	5418	8639	12705	17539	22992	28841	34906	41224	47888	55042	62880	71646	81639	93223	106833	122993	142143	164411	189890	218619	250570	285648	323674	364387	407441	452402	502064	558958	621952	689564	759928	830789	899529	963217	1018689	1062656	1092458	1109019	1114653	1111895	1103384	1091779	1079709	1069752	1064439	1066300	1073860	1083665	1095304	1108363	1122420	1137045	1151796	1166219	1179850	1192214	1203662	1214871	1225843	1236583	1247093	1257379	1267445	1277296	1286936	1296372	1306113	1316442	1327016	1337485	1347495	1356686	1364696	1371156	1375701	1377962	1377251	1373557	1367545	1359882	1351230	1342246	1333577	1325864	1319740	1315834	1313587	1312027	1311164	1311008	1311567	1312854	1314879	1317655	1321194	1325510	1331003	1337894	1345919	1354815	1364316	1374152	1384051	1393735	1402922	1411330	1419058	1426452	1433594	1440566	1447449	1454327	1461285	1468408	1474000	1487963	1504208	1518293	1528517	1537809	1541440	1548901	1554466	1560826	1564356	1572296	1578517	1581776	1584293	1588638	1584661	1574328	1566544	1571477	1574858	1581660	1595919	1611687	1625590	1639041	1656992	1673740	1686418	1695816	1704764	1713820	1719836	1728292	1738643	1749370	1761497	1772693	1783440	1796378	1812683	1826341	1826305	1829542	1840672	1853303	1865279	1879321	1891277	1905616	1915947	1925614	1934408	1956393	1978379	1988698
Nevada	0	4	0	1864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	112	304	633	1130	1824	2735	3876	5251	6857	8823	11308	14318	17827	21769	26040	30492	34942	39171	42941	46273	49340	52115	54578	56714	58512	59966	61075	61839	62266	62128	61294	59917	58151	56148	54055	52007	50131	48543	47355	46310	45148	43963	42847	41887	41165	40763	40764	41255	42335	44291	47237	51017	55462	60368	65492	70547	75205	79107	81875	83394	83927	83672	82839	81643	80293	78997	77955	77359	77406	77992	78852	79952	81252	82715	84302	85972	87684	89395	91058	92624	94112	95577	97075	98667	100412	102375	104621	107220	110246	113578	117083	120826	124874	129301	134186	139611	145668	152455	160083	168670	178244	188776	200232	212568	225734	239666	254293	269529	285278	301643	318816	336827	355702	375470	396160	417802	440425	480000	493223	519989	546736	568910	596713	619847	646823	678134	719345	765121	810215	847656	881538	901978	924921	951032	980614	1023374	1075023	1137382	1220695	1296171	1351367	1411215	1499298	1581578	1666320	1764104	1853191	1934718	2018741	2098399	2173791	2248850	2346222	2432143	2522658	2601072	2653630	2684665	2700551	2700677	2702405	2712730	2743996	2775970	2817628	2866939	2917563	2969905	3027341	3080156	3137166	3194176	3210931
New Hampshire	1	4	2	1788	141885	144291	147494	151354	155731	160475	165429	170427	175290	179832	183858	187442	190813	194005	197051	199987	202850	205679	208513	211392	214360	217395	220443	223497	226545	229578	232586	235559	238486	241357	244160	246921	249663	252373	255038	257645	260180	262630	264981	267218	269328	271195	272769	274128	275354	276530	277738	279061	280584	282393	284574	287250	290407	293924	297679	301547	305400	309105	312528	315531	317976	319918	321529	322836	323870	324662	325241	325640	325891	326024	326073	325774	324952	323763	322366	320917	319571	318483	317806	317694	318300	319660	321637	324128	327027	330230	333631	337119	340584	343913	346991	349887	352762	355627	358495	361380	364295	367253	370269	373356	376529	379871	383413	387096	390860	394643	398381	402011	405466	408681	411588	414190	416555	418712	420692	422525	424242	425873	427451	429006	430571	432048	433347	434515	435601	436652	437716	438843	440080	441477	443082	444885	446828	448892	451062	453320	455647	458026	460439	462867	465293	467683	470040	472394	474778	477224	479763	482430	485256	488276	491524	494914	498366	501920	505619	509503	513616	518002	522704	527768	533242	539019	545001	551241	557793	564714	572061	579892	588270	597258	606921	617300	628374	640107	652466	665417	678921	692940	707435	724000	741932	762173	781699	801824	817073	830025	847025	871860	893974	911893	924250	936621	947720	958134	976863	996753	1025054	1054289	1082576	1104523	1112384	1109929	1117784	1129458	1142560	1157561	1174719	1189425	1205940	1222014	1239882	1255517	1269089	1279840	1290121	1298492	1308389	1312540	1315906	1316102	1316470	1316462	1316762	1320202	1324232	1326622	1333341	1336350	1342307	1348787	1353465	1359711	1380882	1402054	1405105
New Jersey	2	4	2	1787	184138	185672	187625	189940	192557	195417	198458	201618	204832	208031	211149	214281	217556	220948	224429	227972	231547	235124	238672	242160	245554	248821	251972	255042	258070	261094	264153	267289	270543	273957	277575	281380	285324	289398	293594	297902	302315	306823	311417	316087	320823	325433	329821	334114	338448	342961	347793	353090	359003	365687	373305	381836	391125	401150	411883	423299	435370	448064	461350	475192	489554	504619	520561	537324	554849	573073	591925	611330	631209	651474	672035	693212	715307	738177	761674	785637	809895	834267	858560	882574	906096	928840	950820	972281	993478	1014683	1036177	1058254	1081220	1105396	1131115	1158118	1185948	1214655	1244294	1274920	1306589	1339362	1373301	1408469	1444933	1482496	1521017	1560649	1601551	1643894	1687852	1733610	1781362	1831311	1883669	1939468	1999210	2062289	2128058	2195826	2264855	2334360	2403506	2471416	2537167	2600074	2660567	2719397	2777355	2835273	2894016	2954490	3017634	3084429	3155900	3235520	3324457	3420222	3520185	3621559	3721395	3816587	3903889	3979946	4041333	4084189	4109469	4121083	4123046	4119421	4114286	4111712	4115765	4130533	4160165	4201854	4249831	4303886	4363815	4429416	4500486	4576822	4658216	4744458	4835328	4934309	5043863	5162194	5287430	5417607	5550662	5684428	5816633	5944906	6066781	6186811	6310007	6434483	6558273	6679343	6795583	6904825	7004846	7095000	7190282	7281935	7336538	7335240	7335227	7341417	7344079	7342027	7356414	7373048	7376330	7407471	7430970	7467784	7515474	7565530	7622161	7670741	7712333	7726086	7762963	7814676	7880508	7948915	8014306	8083242	8149596	8218808	8287418	8359592	8430621	8492671	8552643	8601402	8634561	8651974	8661679	8677885	8711090	8755602	8791894	8791978	8799446	8828117	8844942	8856972	8864525	8867949	8870827	8885525	8886025	8882190	9086515	9290841	9320865
New Mexico	3	4	3	1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	1353	3867	8192	14504	22695	32341	42718	52840	61546	68560	74409	79128	82817	85626	87737	89356	90705	92012	93515	94726	95113	94867	94185	93266	92306	91496	91028	91090	91874	93320	95201	97468	100070	102954	106065	109346	112734	116163	119565	123071	126837	130817	134965	139229	143556	147886	152161	156315	160282	163732	166532	168914	171122	173406	176022	179234	183321	188574	195309	204147	215234	228187	242577	257919	273662	289183	303797	316763	327301	335184	340953	344987	347695	349501	350838	352146	353867	356450	360350	365179	370258	375613	381273	387266	393622	400372	407549	415185	423317	431999	441246	451030	461320	472084	483291	494905	506891	519208	531818	544522	557258	570185	583471	597293	611833	627285	643850	661742	681187	703376	728880	756961	786830	817631	848440	878264	906047	930681	951023	965836	975432	981026	983879	985275	986510	988881	993696	1011000	1023206	1053258	1077815	1104225	1129568	1162682	1195162	1225245	1251848	1280539	1309400	1332747	1363822	1394362	1416719	1438360	1462728	1478519	1490336	1503901	1521574	1555305	1595442	1636453	1682398	1720394	1752326	1774839	1793484	1808082	1821204	1831690	1855309	1877574	1903808	1932274	1962137	1990070	2010662	2036802	2059179	2059199	2064552	2080450	2087309	2092273	2089568	2089291	2091630	2091784	2092741	2096829	2105600	2114371	2115266
New York	4	4	2	1788	340119	352724	369048	388762	411518	436931	464561	493903	524381	555340	586050	617386	650642	685641	722181	760032	798940	838621	878763	919027	959049	998637	1037984	1077293	1116790	1156720	1197349	1238959	1281854	1326357	1372812	1421681	1472958	1526269	1581213	1637355	1694229	1751336	1808147	1864100	1918607	1971138	2021879	2071325	2120001	2168463	2217294	2267104	2318529	2372236	2428921	2488405	2549941	2613389	2678600	2745415	2813669	2883184	2953775	3025246	3097393	3171907	3250014	3330771	3413187	3496220	3578777	3659716	3737848	3811943	3880735	3942790	3998407	4048937	4095781	4140384	4184226	4228821	4275714	4326486	4382759	4443379	4506092	4570896	4637789	4706768	4777832	4850978	4926202	5003501	5082871	5164057	5246966	5331843	5418938	5508510	5600826	5696162	5794801	5897037	6003174	6112506	6224410	6339331	6457726	6580070	6706856	6838592	6975808	7119051	7268894	7429938	7604542	7789835	7982805	8180291	8378968	8575350	8765796	8946519	9113613	9263039	9396044	9516708	9629257	9738042	9847518	9962244	10086886	10226234	10385227	10569848	10778942	11006734	11247233	11494190	11741077	11981086	12207147	12411963	12588066	12732297	12849906	12946086	13026181	13095642	13160000	13224847	13295831	13378665	13479142	13592371	13709723	13831465	13957868	14089211	14225778	14367858	14515750	14669757	14830192	15001757	15186970	15382819	15586223	15794021	16002964	16209720	16410871	16602921	16782303	16958389	17140019	17322714	17501897	17672901	17830974	17971294	18088992	18105000	18271605	18364865	18351767	18194767	18072768	18032254	17974654	17851507	17720421	17633646	17566754	17567731	17589737	17686907	17745676	17791678	17833421	17868844	17941309	17983084	18020784	18122510	18246653	18374954	18459470	18524104	18588460	18656546	18755906	18882725	19001780	19082838	19137800	19175939	19171567	19132610	19104631	19132335	19212436	19307066	19378102	19378144	19399878	19499241	19572932	19624447	19651049	19654666	19633428	19589572	19530351	19453561	19512388	19571216	19469232
North Carolina	5	4	4	1789	393750	398594	404933	412520	421102	430418	440199	450160	460005	469426	478102	486216	494185	502040	509812	517531	525231	532945	540708	548556	556526	564535	572500	580452	588428	596462	604592	612854	621287	629932	638828	648365	658730	669660	680882	692116	703069	713443	722930	731217	737987	742640	745147	746044	745880	745204	744567	744518	745606	748386	753419	760699	769665	780051	791589	804004	817015	830329	843646	856655	869039	881252	893881	906790	919836	932875	945759	958333	970442	981926	992622	1001428	1007872	1012742	1016842	1020983	1025982	1032667	1041878	1054477	1071361	1093510	1120691	1151995	1186477	1223138	1260920	1298695	1335271	1369392	1399750	1426413	1450645	1472922	1493740	1513614	1533076	1552673	1572964	1594526	1617949	1642912	1668646	1695086	1722163	1749804	1777936	1806483	1835366	1864503	1893809	1923355	1953266	1983549	2014206	2045244	2076665	2108476	2140680	2173282	2206287	2238872	2270559	2301882	2333390	2365649	2399237	2434753	2472812	2514049	2559123	2609636	2665962	2726904	2791214	2857588	2924655	2990982	3055073	3115372	3170276	3219449	3264201	3305387	3343897	3380647	3416576	3452645	3489837	3529154	3571623	3616849	3663587	3711598	3760639	3810457	3860794	3911385	3961958	4012235	4061929	4111122	4160142	4209070	4257988	4306980	4356133	4405535	4455278	4505452	4556155	4606338	4655309	4703696	4752146	4801318	4851884	4904531	4959960	5031000	5099150	5200760	5296085	5382441	5461112	5535097	5593463	5668494	5740286	5801563	5898980	5956653	6019108	6077059	6164004	6253957	6321576	6403693	6480591	6565462	6664016	6784280	6897214	7042818	7187398	7344674	7500670	7656825	7809121	7949361	8081614	8210122	8326201	8422501	8553152	8705407	8917270	9118037	9309449	9449566	9535483	9535751	9574323	9657592	9749476	9843336	9932887	10031646	10154788	10268233	10381615	10488084	10661787	10835491	10975017
North Dakota	6	4	1	1889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	26	66	133	242	412	669	1051	1608	2405	3490	4901	6698	8951	11737	15139	19251	24174	30019	36909	45373	55909	68532	83151	99549	117369	136114	155152	173727	190983	206338	219977	232212	243441	254126	264782	275972	288308	302455	319145	339156	362402	388329	416294	445543	475211	504319	531784	556438	577055	593348	606148	615933	623224	628578	632570	635794	638846	642335	646871	652110	657222	662103	666648	670750	674302	677195	679321	680573	680844	679816	677420	673934	669635	664797	659694	654593	649760	645454	641935	638887	635868	632936	630148	627561	625233	623220	621578	620365	619635	619622	620392	621761	623544	625554	627605	629509	631077	632119	632445	631865	630468	628488	626160	623715	621384	619395	617977	621000	618851	626659	630937	632411	634212	638469	645293	649168	650648	652152	654380	659504	668972	676687	680499	676979	669513	661141	655330	646351	637685	635753	638223	641216	644804	647832	650382	649716	647532	644259	642023	639062	638168	638817	644705	646089	649422	652822	657569	664968	672591	672576	674715	685225	701176	722036	737401	754066	754434	754942	758080	762062	772994	783926	788940
Northern Mariana Islands	5	7	5	1986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	188	542	1151	2037	3177	4502	5900	7220	8290	9022	9468	9668	9680	9570	9403	9245	9160	9209	9459	9845	10263	10726	11250	11853	12552	13369	14327	15454	16780	18395	20357	22642	25217	28040	31051	34181	37342	40434	43345	46239	49314	52494	55690	58805	61732	64357	66560	68221	69220	69382	68716	67393	65590	63481	61235	59009	56951	55199	53883	52872	51951	51116	50362	49686	49082	48548	48080	47674	47329	47072	46968	46864	46873
Ohio	0	5	1	1803	0	141	718	1963	4096	7305	11733	17459	24496	32777	42159	52888	65413	79802	96090	114277	134320	156137	179602	204547	230759	258719	288980	321372	355668	391583	428772	466834	505312	543697	581434	617695	652298	685690	718395	751007	784184	818645	855174	894619	937902	985886	1038362	1094655	1154003	1215551	1278342	1341324	1403344	1463164	1519466	1572490	1623470	1672557	1719926	1765771	1810310	1853776	1896421	1938511	1980329	2021162	2060248	2097811	2134090	2169334	2203805	2237773	2271518	2305331	2339511	2372806	2404174	2434247	2463675	2493126	2523284	2554847	2588535	2625086	2665260	2709732	2758194	2809931	2864206	2920253	2977274	3034440	3090893	3145739	3198062	3248147	3297045	3344966	3392130	3438761	3485092	3531365	3577825	3624726	3672329	3719954	3766945	3813599	3860223	3907134	3954653	4003111	4052846	4104205	4157544	4211686	4265616	4319952	4375329	4432396	4491821	4554290	4620507	4691200	4767120	4850013	4940259	5036555	5137550	5241839	5347960	5454388	5559541	5661775	5759394	5855549	5953703	6052560	6150779	6246977	6339732	6427583	6509041	6582589	6646696	6696123	6729314	6750337	6763328	6772460	6781924	6795923	6818681	6854464	6907612	6975601	7052685	7138450	7232482	7334367	7443687	7560014	7682914	7811939	7946627	8094095	8259215	8438048	8626502	8820302	9014979	9205865	9388102	9556666	9706397	9840176	9964521	10079661	10185852	10283372	10372520	10453616	10526994	10563000	10668839	10734782	10746920	10767205	10765613	10770498	10752731	10771232	10795431	10798562	10800650	10788336	10757085	10737631	10737743	10734926	10730272	10760081	10798554	10829216	10864162	10945762	11029431	11101140	11152454	11202751	11242827	11277357	11311536	11335454	11363543	11387404	11407889	11434788	11452251	11463320	11481213	11500468	11515391	11528896	11536504	11536751	11539336	11544663	11548923	11576684	11602700	11617527	11634370	11659650	11676341	11689100	11737517	11785935	11812173
Oklahoma	1	5	3	1907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	5071	14215	29917	53136	84078	122084	165591	212175	258657	304414	351162	398888	447743	498021	550155	604707	662365	723944	790391	863637	944268	1031126	1122774	1217483	1313234	1407727	1498411	1582526	1657154	1720394	1773209	1817085	1853696	1884853	1912472	1938542	1965117	1994306	2028282	2067060	2108466	2151421	2194806	2237453	2278151	2315650	2348668	2375902	2396039	2408205	2413158	2412072	2406145	2396589	2384613	2371423	2358211	2346159	2336434	2326940	2315308	2302284	2288608	2275012	2262222	2250951	2241912	2235809	2233351	2234242	2237576	2243151	2250769	2260231	2271340	2283898	2297708	2312571	2328284	2344711	2362002	2380380	2400072	2421310	2444333	2469383	2496710	2535000	2566485	2617944	2657448	2694182	2732454	2771858	2823396	2865935	2913056	2970080	3040758	3096159	3206129	3290404	3285535	3271333	3252735	3210124	3167064	3150304	3148825	3175440	3220517	3252285	3280940	3308208	3340129	3372917	3405194	3437147	3454365	3467100	3489080	3504892	3525233	3548597	3594090	3634349	3668976	3717572	3751351	3751582	3759944	3788379	3818814	3853214	3878187	3909500	3926331	3931316	3940235	3956971	4005397	4053824	4088377
Oregon	2	5	0	1859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	219	606	1269	2260	3605	5306	7332	9625	12093	14815	17941	21459	25339	29533	33979	38598	43294	47956	52465	56639	60430	63925	67229	70465	73770	77295	81205	85680	90922	96890	103397	110447	118043	126183	134863	144075	153807	164045	174768	186393	199246	213148	227887	243218	258858	274493	289770	304308	317704	329286	338965	347230	354611	361667	368984	377172	386869	398748	413535	432082	454329	479649	507345	536635	566637	596370	624754	650627	672765	690788	705526	717572	727567	736180	744104	752051	760748	770938	783389	797940	813748	830569	848147	866215	884496	902700	920526	937662	953786	967819	979442	989486	998802	1008263	1018758	1031194	1046507	1065663	1089684	1119999	1156595	1198338	1244028	1292372	1341977	1391337	1438838	1482769	1521341	1554399	1583481	1609325	1632711	1654451	1675386	1696380	1718317	1742108	1768687	1796868	1825038	1853524	1882662	1912797	1944287	1977501	2012822	2062000	2100388	2149890	2195219	2238878	2280956	2324622	2372155	2439355	2509609	2578312	2641218	2667985	2664919	2653071	2666589	2672648	2683526	2700996	2741297	2790579	2860375	2928507	2991755	3060367	3121264	3184369	3247111	3304310	3352449	3393941	3429708	3467937	3513424	3547376	3569463	3613202	3670883	3722417	3768748	3808600	3831074	3831079	3837491	3872036	3899001	3922468	3963244	4015792	4089976	4143625	4181886	4217737	4225547	4233358	4227337
