Name	us_map_img_x	us_map_img_y	color	start_year	1790	1791	1792	1793	1794	1795	1796	1797	1798	1799	1800	1801	1802	1803	1804	1805	1806	1807	1808	1809	1810	1811	1812	1813	1814	1815	1816	1817	1818	1819	1820	1821	1822	1823	1824	1825	1826	1827	1828	1829	1830	1831	1832	1833	1834	1835	1836	1837	1838	1839	1840	1841	1842	1843	1844	1845	1846	1847	1848	1849	1850	1851	1852	1853	1854	1855	1856	1857	1858	1859	1860	1861	1862	1863	1864	1865	1866	1867	1868	1869	1870	1871	1872	1873	1874	1875	1876	1877	1878	1879	1880	1881	1882	1883	1884	1885	1886	1887	1888	1889	1890	1891	1892	1893	1894	1895	1896	1897	1898	1899	1900	1901	1902	1903	1904	1905	1906	1907	1908	1909	1910	1911	1912	1913	1914	1915	1916	1917	1918	1919	1920	1921	1922	1923	1924	1925	1926	1927	1928	1929	1930	1931	1932	1933	1934	1935	1936	1937	1938	1939	1940	1941	1942	1943	1944	1945	1946	1947	1948	1949	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024
Pennsylvania	3	5	2	1787	434373	443571	455487	469771	486062	503979	523116	543033	563256	583275	602545	621491	640905	660766	681049	701730	722781	744174	765879	787862	810091	832492	855057	877846	900924	924357	948216	972576	997515	1023113	1049458	1076475	1104053	1132218	1160997	1190418	1220512	1251308	1282838	1315135	1348233	1381702	1415271	1449220	1483843	1519447	1556357	1594908	1635454	1678365	1724033	1773217	1826081	1882109	1940749	2001415	2063481	2126278	2189100	2251198	2311786	2371226	2430466	2489571	2548613	2607670	2666824	2726161	2785773	2845757	2906214	2966531	3026226	3085612	3145018	3204786	3265270	3326839	3389876	3454776	3521951	3590964	3661185	3732742	3805769	3880404	3956790	4035077	4115415	4197965	4282891	4370829	4462050	4556155	4652726	4751327	4851501	4952773	5054647	5156605	5258113	5358573	5458155	5557474	5657170	5757906	5860370	5965274	6073353	6185370	6302115	6425709	6556706	6693510	6834462	6977829	7121804	7264506	7403982	7538211	7665111	7785066	7900232	8011160	8118426	8222630	8324390	8424345	8523149	8621477	8720017	8820136	8921877	9023934	9124967	9223609	9318466	9408118	9491123	9566023	9631350	9683719	9722624	9750944	9771598	9787527	9801689	9817051	9836589	9863294	9900180	9945372	9994745	10047950	10104638	10164459	10227058	10292077	10359154	10427923	10498012	10572251	10652657	10737619	10825504	10914652	11003376	11089960	11172666	11249729	11319366	11383097	11443555	11500610	11554131	11603990	11650059	11692210	11730318	11741000	11811561	11884354	11904541	11885202	11863936	11897778	11887478	11881857	11864774	11873563	11868305	11858569	11845146	11837726	11815175	11770865	11782754	11810869	11845755	11865992	11903299	11982164	12049450	12119724	12166050	12198403	12220464	12227814	12245672	12263805	12284173	12298970	12331031	12374658	12410722	12449990	12510809	12563937	12612285	12666858	12702379	12702868	12711160	12745815	12767118	12776309	12788313	12784826	12782275	12787641	12800922	12801989	12881836	12961683	12951275
Puerto Rico	6	7	5	1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4529	25406	73004	154918	274062	427502	606032	794499	972864	1118011	1221064	1290422	1329856	1344857	1341909	1327937	1309934	1294765	1289146	1299809	1321208	1343198	1365808	1389065	1412999	1437640	1463020	1489170	1516123	1543913	1572848	1603096	1634480	1666811	1699896	1733533	1767510	1801609	1835602	1869255	1903587	1939431	1976238	2013444	2050460	2086676	2121463	2154174	2184145	2210703	2232389	2248994	2261739	2271872	2280658	2289376	2299314	2311772	2328068	2349544	2375746	2405093	2437255	2471898	2508680	2547251	2587249	2628304	2670031	2712033	2755832	2802746	2852041	2902957	2954709	3006481	3057431	3106688	3153356	3196520	3236193	3273252	3308064	3341012	3372485	3402884	3432618	3462105	3491767	3522037	3553954	3587666	3622258	3656795	3690328	3721888	3750493	3775149	3794856	3808610	3817182	3822002	3823063	3820363	3813906	3803701	3789763	3772114	3750778	3725789	3726157	3721525	3678732	3634488	3593077	3534874	3473232	3406672	3325286	3193354	3193694	3199692	3205691	3191269
Rhode Island	4	5	2	1790	68825	68809	68748	68662	68572	68499	68464	68488	68591	68795	69121	69595	70209	70936	71752	72627	73536	74450	75340	76177	76930	77582	78153	78668	79156	79643	80158	80728	81382	82149	83058	84137	85372	86733	88191	89716	91277	92839	94370	95835	97199	98368	99328	100152	100918	101706	102595	103667	105005	106696	108829	111520	114755	118440	122476	126755	131165	135583	139878	143913	147545	150741	153620	156253	158717	161092	163462	165910	168525	171397	174620	178141	181841	185716	189762	193974	198347	202877	207559	212386	217353	222508	227892	233485	239265	245209	251295	257497	263789	270143	276531	282961	289470	296066	302759	309559	316474	323515	330693	338020	345505	353091	360732	368465	376327	384359	392601	401096	409889	419026	428556	438789	449875	461611	473784	486169	498530	510619	522176	532932	542610	551038	558371	564820	570605	575953	581095	586268	591711	597671	604397	612029	620402	629305	638521	647827	656995	665790	673970	681288	687497	692280	695702	698083	699751	701035	702266	703777	705902	708978	713346	719026	725690	733156	741239	749751	758502	767294	775928	784198	791895	799046	805871	812459	818897	825275	831682	838213	844960	852019	859488	867747	876923	886720	896840	906976	916815	926037	934316	932000	950561	963974	976365	978010	953503	946339	950321	955128	957237	956643	948773	953012	954170	956382	961895	968956	977340	989605	996407	1000666	1005995	1010649	1012581	1015112	1015960	1017002	1020893	1025353	1031155	1040402	1050268	1057142	1065995	1071342	1074579	1067916	1063096	1057315	1055003	1053646	1052567	1052964	1053959	1053649	1054621	1055081	1055936	1056065	1056770	1055673	1058287	1059361	1077661	1095962	1098082
South Carolina	5	5	4	1788	249073	254521	261802	270612	280636	291540	302961	314511	325768	336285	345591	353770	361313	368345	374998	381411	387729	394101	400682	407631	415115	423128	431509	440188	449091	458143	467263	476370	485378	494199	502740	511279	520059	528942	537781	546426	554722	562509	569626	575906	581185	585004	587262	588330	588587	588411	588184	588288	589101	591009	594398	599402	605711	613045	621122	629654	638346	646892	654982	662295	668507	673822	678680	683099	687104	690715	693956	696852	699426	701703	703707	704082	702043	698488	694313	690403	687635	686883	689022	694950	705606	722175	744521	771635	802466	835889	870684	905526	938985	969536	995577	1017279	1036216	1052871	1067759	1081417	1094398	1107271	1120620	1135041	1151149	1168683	1186883	1205623	1224770	1244190	1263742	1283281	1302659	1321723	1340316	1358497	1376453	1394209	1411795	1429238	1446569	1463819	1481019	1498201	1515400	1533015	1551241	1569795	1588388	1606723	1624497	1641401	1657120	1671335	1683724	1693531	1700642	1705697	1709350	1712255	1715073	1718465	1723097	1729638	1738765	1750199	1763101	1777313	1792676	1809028	1826206	1844044	1862372	1881017	1899804	1918945	1938754	1959196	1980236	2001839	2023971	2046593	2069669	2093160	2117027	2141765	2167708	2194570	2222054	2249859	2277676	2305185	2332064	2357979	2382594	2404560	2423436	2440254	2456063	2471929	2488931	2508164	2530742	2570000	2598210	2661836	2718404	2775442	2843199	2900158	2941407	2988979	3041068	3086885	3134502	3179255	3207611	3234068	3271864	3303211	3342759	3380507	3412097	3456777	3501155	3570404	3620464	3663314	3705397	3748582	3796200	3859696	3919235	3974682	4024223	4064995	4107795	4150297	4210921	4270150	4357847	4444110	4528996	4589872	4625364	4625366	4635649	4671994	4717354	4764080	4823617	4891938	4957968	5021268	5084156	5148714	5261134	5373555	5464155
South Dakota	6	5	1	1889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	98	279	589	1045	1647	2375	3190	4034	4837	5466	5874	6124	6299	6491	6797	7325	8206	9610	11776	14875	18970	24191	30658	38464	47673	58307	70342	83705	98268	115129	135422	158906	185148	213495	243063	272742	301222	327033	348600	364601	375326	381719	384863	385910	386048	386471	388380	392991	401570	414277	430009	448183	468176	489311	510844	531965	551803	569432	583888	595073	603798	610464	615495	619330	622421	625223	628200	631817	636547	642485	649208	656406	663764	670961	677668	683549	688267	691480	692849	691879	688648	683675	677481	670582	663486	656692	650688	645952	642960	641479	640873	641018	641790	643067	644727	646647	648705	650778	652740	654964	657792	661044	664543	668108	671559	674710	677378	679374	680514	680570	679611	677888	675654	673160	670658	668395	666618	668000	666641	671382	677389	678939	679877	681420	686843	688992	689293	689018	690851	689584	690597	693009	697250	698404	696036	696034	698160	696698	697101	703669	712801	722159	730790	737925	742213	744223	746058	750412	755844	757972	760020	763729	770396	775493	783033	791623	799124	807067	814180	814198	816166	823579	833566	842316	849129	853988	862996	872868	878698	884659	901988	919318	928767
Tennessee	0	6	4	1796	35691	38725	42689	47585	53414	60161	67795	76257	85463	95295	105602	116823	129470	143448	158624	174820	191815	209340	227079	244674	261727	277976	293550	308637	323460	338270	353345	368991	385539	403349	422813	444500	468455	494274	521503	549631	578087	606247	633429	658903	681904	702084	719870	735658	749878	762987	775462	787801	800515	814136	829210	845698	863039	881000	899344	917819	936165	954112	971379	987679	1002717	1016185	1028181	1039011	1048994	1058456	1067729	1077151	1087069	1097832	1109801	1122363	1134814	1147378	1160284	1173769	1188072	1203441	1220129	1238398	1258520	1281192	1306596	1334221	1363539	1394000	1425026	1456015	1486339	1515345	1542359	1567430	1591231	1614008	1636021	1657536	1678828	1700179	1721878	1744223	1767517	1792010	1817543	1843809	1870495	1897274	1923815	1949775	1974802	1998537	2020616	2040910	2059694	2077201	2093673	2109354	2124495	2139349	2154174	2169233	2184789	2200048	2214287	2227884	2241222	2254689	2268677	2283584	2299814	2317775	2337885	2360338	2384844	2411095	2438779	2467577	2497161	2527197	2557344	2587249	2616556	2645320	2673939	2702559	2731328	2760399	2789928	2820072	2850995	2882861	2915841	2950577	2987284	3025483	3064681	3104375	3144048	3183167	3221190	3257563	3291717	3323242	3352446	3379849	3405985	3431393	3456626	3482240	3508803	3536891	3567089	3598059	3628457	3658870	3689893	3722134	3756211	3792753	3832405	3897000	3936975	4010238	4088445	4138417	4201621	4260829	4329160	4401939	4461639	4533297	4600252	4627662	4646043	4659757	4686743	4715292	4738708	4782939	4822438	4854432	4894492	4966587	5049742	5137584	5231438	5326936	5416643	5499233	5570045	5638706	5703719	5750789	5795918	5847812	5910809	5991057	6088766	6175727	6247411	6306019	6346105	6346276	6355311	6399291	6453898	6494340	6541223	6591170	6646010	6708799	6771631	6829174	6977831	7126489	7204002
Texas	4	2	3	1845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	4228	11880	25022	44425	70194	101681	137458	175360	212592	249416	287955	327802	368524	409660	450729	491234	530662	568496	604215	634683	658065	676002	690342	703069	716255	732057	752731	780689	818579	868074	928179	997686	1075185	1159001	1247147	1337302	1426809	1512703	1591749	1663883	1731770	1796197	1858050	1918313	1978046	2038387	2100545	2165805	2235527	2309356	2385794	2464528	2545223	2627519	2711032	2795353	2880049	2964661	3048710	3132787	3217671	3303138	3388951	3474863	3560615	3645941	3730564	3814195	3896542	3975734	4050889	4123221	4194001	4264548	4336226	4410446	4488669	4572406	4663227	4764099	4875352	4994582	5119271	5246774	5374311	5498968	5617704	5727367	5824715	5906203	5972785	6028022	6075592	6119253	6162826	6210188	6265278	6332115	6414824	6511561	6617272	6731365	6853234	6982256	7117787	7259157	7405671	7556602	7711194	7873787	8047884	8231373	8422046	8617592	8815587	9013494	9208664	9398343	9579677	9747773	9902432	10047909	10188613	10329092	10474021	10628208	10796607	11045000	11236772	11509640	11758760	12018970	12267865	12568182	12903268	13191790	13497726	13887312	14338208	14746318	15331408	15751674	16007088	16272722	16561103	16621767	16667040	16806729	17056755	17398005	17759738	18161612	18564062	18958751	19340342	19740317	20157531	20558220	20944499	21319622	21690325	22030931	22394023	22778123	23359580	23831983	24309039	24801761	25145561	25146091	25241971	25645629	26084481	26480266	26964333	27470056	27914410	28295273	28628666	28995881	29749591	30503301	30976754
U.S. Virgin Islands	1	7	5	1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	594	1715	3645	6444	10024	14143	18414	22336	25346	27136	27869	27730	26954	25789	24479	23249	22302	21826	22012	22805	23979	25482	27259	29249	31379	33567	35716	37721	39466	41117	42875	44676	46446	48107	49577	50770	51600	51979	51826	50808	48844	46244	43310	40319	37516	35112	33294	32230	32099	32925	34537	36841	39745	43146	46923	50930	54994	58915	62468	65872	69472	73206	77006	80797	84498	88020	91270	94153	96569	98410	99694	100515	100970	101162	101194	101170	101195	101373	101809	102463	103205	104005	104833	105657	106446	107169	107792	108284	108612	108842	109044	109192	109257	109212	109030	108685	108149	107397	106405	105026	103215	101094	98785	96404	94062	91866	89917	88312	87146	86406	86106	85806	85833
Utah	1	6	0	1896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	216	603	1267	2252	3575	5219	7131	9224	11380	13593	15949	18445	21081	23863	26795	29889	33156	36611	40273	44149	48230	52508	56972	61608	66402	71337	76394	81551	86786	92093	97484	102959	108522	114175	119923	125769	131720	137782	143963	150279	156732	163303	169973	176721	183523	190356	197195	204011	210779	217377	223753	229981	236141	242318	248601	255084	261866	269051	276749	285104	294109	303645	313583	323787	334110	344397	354482	364194	373351	382014	390382	398474	406312	413919	421319	428538	435605	442547	449396	456093	462570	468836	474903	480784	486491	492036	497435	502700	507847	512394	516049	519114	521895	524702	527850	531658	536447	542550	550310	559714	570441	582373	595388	609364	624170	639669	655720	672170	688862	706343	725122	744961	765610	786805	808265	829694	850784	871207	890627	908209	923772	937972	951490	965030	979316	995094	1013137	1047000	1065672	1100733	1134601	1168784	1198793	1233935	1272365	1316421	1364235	1416094	1472595	1515472	1558314	1594943	1622342	1642910	1662833	1678120	1689372	1705865	1731223	1779780	1836799	1898404	1960446	2014177	2067976	2119784	2165960	2203482	2244502	2283715	2324815	2360137	2401580	2457719	2525507	2597746	2663029	2723421	2763885	2763891	2775332	2814384	2853375	2897640	2936879	2981835	3041868	3101042	3153550	3205958	3311846	3417734	3454232
Vermont	2	6	2	1791	85425	89037	93888	99824	106683	114277	122389	130769	139127	147143	154465	161382	168385	175402	182353	189155	195720	201955	207764	213050	217713	221456	224183	226103	227434	228399	229226	230143	231381	233175	235764	239223	243364	248026	253046	258252	263469	268511	273187	277301	280651	283174	285025	286336	287243	287884	288395	288917	289590	290553	291948	293801	295985	298407	300976	303599	306179	308620	310823	312690	314119	315028	315471	315553	315382	315067	314716	314435	314334	314519	315098	316107	317458	319068	320854	322733	324621	326433	328083	329485	330551	331295	331814	332145	332324	332388	332375	332321	332264	332239	332285	332315	332239	332098	331928	331767	331653	331624	331717	331970	332422	333085	333931	334929	336048	337260	338534	339840	341147	342424	343641	344897	346281	347743	349234	350704	352102	353378	354479	355356	355956	356200	356098	355730	355176	354516	353831	353200	352703	352419	352428	352744	353295	354026	354884	355813	356758	357667	358482	359148	359611	359796	359722	359467	359109	358729	358404	358213	358234	358547	359230	360333	361802	363563	365542	367664	369853	372034	374129	376059	377747	379044	379950	380603	381142	381707	382440	383480	384971	387055	389881	393482	397738	402559	407856	413537	419508	425674	431934	437000	446323	454357	463214	468533	473138	479894	485144	492174	498284	505711	512524	515594	519108	523302	526658	530035	534066	540267	549763	557708	564798	568606	572751	577748	583836	589002	593701	597239	600416	604683	609618	612223	615442	617858	619920	621215	622892	623481	624151	624817	625741	625737	625879	627049	626090	626210	625214	625216	623657	624344	624358	623989	635726	647464	647818
Virginia	3	6	4	1788	747809	755897	766638	779543	794110	809827	826157	842544	858410	873151	886149	897672	908485	918697	928420	937771	946868	955831	964783	973848	983151	992341	1001087	1009551	1017898	1026295	1034912	1043921	1053498	1063820	1075069	1087856	1102361	1118108	1134615	1151385	1167910	1183668	1198127	1210745	1220978	1228083	1232188	1234060	1234475	1234211	1234044	1234745	1237084	1241831	1249764	1260903	1274483	1290109	1307379	1325882	1345196	1364887	1384504	1403587	1421660	1439513	1458068	1477038	1496132	1515055	1533501	1551165	1567733	1582890	1596317	1606148	1611633	1220027	1216046	1211829	1208461	1207023	1208594	1214267	1225163	1242304	1265206	1292750	1323790	1357136	1391540	1425688	1458205	1487657	1512565	1533028	1550522	1565623	1578926	1591044	1602599	1614222	1626557	1640255	1655980	1673433	1691780	1710887	1730621	1750842	1771408	1792176	1812996	1833717	1854183	1874389	1894487	1914558	1934688	1954961	1975466	1996291	2017528	2039270	2061612	2085225	2110406	2136683	2163573	2190580	2217196	2242901	2267162	2289440	2309186	2325555	2338596	2349117	2357935	2365877	2373777	2382473	2392813	2405650	2421851	2439873	2457974	2476737	2496751	2518619	2542953	2570380	2601544	2637112	2677773	2724919	2778793	2838360	2902551	2970254	3040304	3111479	3182500	3252031	3318680	3383284	3447691	3511986	3576258	3640600	3705112	3769895	3835055	3900702	3966948	4033742	4100930	4168479	4236357	4304527	4372954	4441603	4510434	4614000	4659930	4752846	4828131	4906648	4978155	5056385	5132693	5205706	5284122	5324533	5368334	5444094	5492785	5564662	5643868	5715149	5811692	5932273	6036908	6120246	6216884	6301217	6414307	6509630	6593139	6670693	6750884	6829183	6900918	7000174	7105817	7198362	7286873	7366977	7475575	7577105	7673725	7751000	7833496	7925937	8001024	8001049	8023699	8101155	8185080	8252427	8310993	8361808	8410106	8463587	8501286	8535519	8625608	8715698	8752297
Washington	4	6	0	1889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	44	90	162	267	414	610	869	1201	1641	2229	2976	3886	4954	6161	7476	8857	10251	11594	12793	13829	14746	15603	16469	17418	18537	19922	21684	23954	26523	29153	31976	35151	38864	43337	48837	55687	64284	75116	89440	108204	131397	158787	189839	223676	259059	294407	327835	357232	380738	398639	412149	422702	431865	441293	452719	467972	489030	518103	557460	606989	665437	731261	802532	876873	951444	1022966	1087787	1141990	1184903	1219264	1246296	1267382	1284010	1297746	1310206	1323041	1337937	1356621	1377828	1399083	1420325	1441494	1462528	1483363	1503935	1524177	1544020	1563395	1580353	1593829	1605116	1615530	1626407	1639101	1654990	1675483	1702040	1736190	1779807	1832680	1893245	1959858	2030768	2104091	2177802	2249735	2317593	2378962	2434148	2485552	2533882	2579888	2624353	2668097	2711964	2756831	2803602	2853214	2904688	2956535	3008946	3062120	3116261	3171582	3228302	3286649	3343000	3417362	3446958	3446815	3477227	3547877	3618824	3690561	3772360	3886191	4012831	4154678	4235728	4276551	4300269	4343657	4400096	4452724	4531903	4639894	4746315	4903043	5025624	5160757	5278842	5375161	5481027	5569753	5674747	5769562	5842564	5910512	5985722	6052349	6104115	6178645	6257305	6370753	6461587	6562231	6667426	6724540	6724540	6742830	6826627	6897058	6963985	7054655	7163657	7294771	7423362	7523869	7614893	7713886	7812880	7841283
West Virginia	5	6	4	1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394131	399077	404103	409529	415685	422912	431563	442014	454680	469498	486122	504184	523291	543018	562906	582462	601163	618457	634306	649195	663344	676987	690372	703756	717406	731600	746629	762794	779879	797474	815598	834267	853500	873316	893733	914773	936454	958800	982183	1006828	1032521	1059034	1086130	1113558	1141054	1168340	1195128	1221118	1246289	1270903	1295083	1318957	1342661	1366334	1390121	1414173	1438646	1463700	1489670	1516591	1544173	1572117	1600111	1627834	1654951	1681122	1705993	1729205	1750828	1771233	1790509	1808748	1826046	1842502	1858217	1873296	1887845	1901974	1916353	1931245	1946132	1960493	1973796	1985504	1995077	2001969	2005640	2005552	2000894	1991779	1979068	1963619	1946288	1927919	1909340	1891367	1874798	1860420	1846197	1830186	1813301	1796438	1780480	1766290	1754724	1746626	1746000	1746629	1770252	1796910	1805293	1814048	1840548	1877440	1905628	1920342	1939062	1951349	1954125	1949605	1945058	1927696	1906831	1882352	1857583	1830213	1806570	1792548	1798735	1806451	1817539	1820421	1823700	1822808	1819113	1815609	1811799	1807021	1801481	1805414	1812295	1816438	1820492	1827912	1834052	1840310	1847775	1852994	1853018	1854239	1856301	1856872	1853914	1849489	1842050	1831023	1817004	1804291	1792147	1781109	1770071	1766107
Wisconsin	6	6	1	1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	29	82	174	309	488	705	948	1201	1444	1635	1761	1840	1898	1961	2061	2231	2511	2954	3635	4475	5367	6382	7619	9206	11317	14183	18113	23517	30945	41301	55375	73583	96177	123186	154368	189180	226772	265987	305391	346011	389728	436111	484612	534569	585211	635665	684966	732071	775881	815312	850340	881509	909465	934936	958719	981664	1004669	1028676	1054669	1081337	1106896	1131681	1156049	1180371	1205035	1230449	1257033	1285229	1315496	1348084	1382726	1419116	1456933	1495835	1535462	1575434	1615352	1654796	1693330	1731607	1770425	1809541	1848701	1887639	1926079	1963738	2000320	2035525	2069042	2100350	2129408	2156634	2182462	2207338	2231720	2256078	2280892	2306652	2333860	2362240	2391133	2420470	2450180	2480190	2510425	2540809	2571265	2601711	2632067	2662867	2694502	2726663	2759032	2791287	2823097	2854121	2884016	2912430	2939006	2963066	2984562	3004091	3022257	3039675	3056967	3074763	3093700	3114423	3137587	3162240	3187187	3212730	3239174	3266829	3296012	3327044	3360256	3395984	3434575	3477045	3523684	3573737	3626429	3680966	3736528	3792272	3847327	3900801	3951776	4001396	4051218	4100926	4150199	4198705	4246109	4292065	4336225	4378000	4425944	4459968	4498433	4518461	4538173	4569616	4584688	4613299	4631944	4665911	4712045	4726345	4728862	4721438	4735571	4747765	4755625	4777923	4822391	4856568	4904562	4964343	5025398	5084889	5133678	5184836	5229986	5266213	5297672	5332666	5373999	5406835	5445162	5479203	5514026	5546166	5577655	5610775	5640996	5669264	5686986	5687285	5690475	5705288	5719960	5736754	5751525	5760940	5772628	5790186	5807406	5822434	5866694	5910955	5931367
Wyoming	0	7	0	1890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	188	533	1126	1998	3144	4525	6061	7639	9118	10403	11514	12484	13360	14204	15087	16089	17300	18825	20789	23314	26417	30063	34196	38734	43566	48549	53512	58254	62555	66311	69623	72573	75258	77787	80277	82857	85661	88834	92530	96781	101470	106536	111913	117527	123295	129126	134921	140572	145964	151181	156371	161515	166591	171579	176457	181201	185788	190197	194402	198341	201993	205392	208578	211590	214470	217263	220012	222764	225565	228287	230807	233182	235469	237728	240018	242401	244940	247698	250741	254092	257699	261522	265516	269639	273844	278085	282313	286478	290529	294653	299012	303508	308041	312508	316803	320818	324442	327562	330066	331307	331036	329736	327894	325996	324519	323941	324737	329000	333795	340023	346863	353353	364548	380477	395446	411530	430897	451850	474185	491712	506400	510344	504895	499696	495633	476966	465103	458373	453690	459260	466251	473081	480283	485160	488167	489451	490787	491780	494300	494657	500017	503453	509106	514157	522667	534876	546043	559851	563626	563775	564487	567299	576305	582122	582531	585613	584215	578931	577601	578759	581408	584057	586485
